AssigneeID	KeywordID
A_000099	K_445746
A_000099	K_445747
A_000099	K_445750
A_000099	K_445753
A_000099	K_447401
A_000099	K_447636
A_000099	K_447649
A_000099	K_448486
A_000099	K_448712
A_000099	K_448737
A_000099	K_448745
A_000099	K_448746
A_000099	K_448747
A_000099	K_448753
A_000099	K_449830
A_000099	K_449900
A_000099	K_450626
A_000099	K_450678
A_000099	K_450726
A_000099	K_450832
A_000099	K_450838
A_000099	K_450874
A_000099	K_452490
A_000099	K_459077
A_000099	K_461750
A_000099	K_465136
A_000099	K_467252
A_000099	K_467330
A_000099	K_467331
A_000099	K_467332
A_000099	K_473194
A_000099	K_475798
A_000099	K_475799
A_000099	K_475802
A_000099	K_476085
A_000099	K_476086
A_000099	K_478870
A_000099	K_489866
A_000099	K_492009
A_000099	K_493156
A_000099	K_493157
A_000099	K_498541
A_000099	K_498913
A_000099	K_499248
A_000099	K_499249
A_000099	K_499253
A_000099	K_499260
A_000099	K_500292
A_000099	K_500694
A_000099	K_500949
A_000099	K_501146
A_000099	K_501504
A_000099	K_501754
A_000099	K_502228
A_000099	K_502491
A_000099	K_502493
A_000099	K_503604
A_000099	K_505066
A_000099	K_508454
A_000099	K_509095
A_000099	K_509293
A_000099	K_509364
A_000099	K_509556
A_000099	K_509609
A_000099	K_509788
A_000099	K_509875
A_000099	K_510617
A_000099	K_510618
A_000099	K_510815
A_000099	K_510817
A_000099	K_511152
A_000099	K_517038
A_000099	K_520705
A_000099	K_520901
A_000099	K_526546
A_000099	K_528934
A_000099	K_535926
A_000099	K_535974
A_000099	K_537094
A_000099	K_543869
A_000099	K_554713
A_000099	K_566641
A_000099	K_576108
A_000099	K_600692
A_000099	K_600694
A_000099	K_600697
A_000099	K_600700
A_000099	K_601300
A_000099	K_602239
A_000099	K_603335
A_000099	K_607708
A_000099	K_608352
A_000099	K_610061
A_000099	K_612159
A_000099	K_612361
A_000099	K_612981
A_000099	K_612994
A_000099	K_615431
A_000099	K_615437
A_000099	K_620860
A_000099	K_623363
A_000099	K_628263
A_000099	K_628296
A_000099	K_628297
A_000099	K_628316
A_000099	K_628432
A_000099	K_628605
A_000099	K_629982
A_000099	K_631132
A_000099	K_632195
A_000099	K_632197
A_000099	K_633021
A_000099	K_634583
A_000099	K_634930
A_000099	K_635561
A_000099	K_636410
A_000099	K_643856
A_000099	K_670481
A_000099	K_680620
A_000099	K_682116
A_000099	K_682573
A_000099	K_683128
A_000099	K_700495
A_000099	K_706505
A_000099	K_706543
A_000099	K_706654
A_000099	K_706665
A_000099	K_706735
A_000099	K_706761
A_000099	K_706780
A_000099	K_706800
A_000099	K_706826
A_000099	K_706891
A_000099	K_706905
A_000099	K_706908
A_000099	K_707024
A_000099	K_707029
A_000099	K_707042
A_000099	K_707111
A_000099	K_707141
A_000099	K_707153
A_000099	K_707167
A_000099	K_707175
A_000099	K_707177
A_000099	K_707178
A_000099	K_707179
A_000099	K_707261
A_000099	K_707310
A_000099	K_707320
A_000099	K_707421
A_000099	K_707524
A_000099	K_707555
A_000099	K_707694
A_000099	K_707719
A_000099	K_707806
A_000099	K_707851
A_000099	K_708036
A_000099	K_708051
A_000099	K_708099
A_000099	K_708115
A_000099	K_708127
A_000099	K_708128
A_000099	K_708179
A_000099	K_708211
A_000099	K_708314
A_000099	K_708315
A_000099	K_708349
A_000099	K_708354
A_000099	K_708548
A_000099	K_708588
A_000099	K_708749
A_000099	K_708750
A_000099	K_708787
A_000099	K_708804
A_000099	K_708809
A_000099	K_708821
A_000099	K_708845
A_000099	K_708910
A_000099	K_708952
A_000099	K_709080
A_000099	K_709138
A_000099	K_709318
A_000099	K_709426
A_000099	K_709604
A_000099	K_709605
A_000099	K_709606
A_000099	K_709652
A_000099	K_709710
A_000099	K_709998
A_000099	K_710061
A_000099	K_710085
A_000099	K_710092
A_000099	K_710130
A_000099	K_710177
A_000099	K_710180
A_000099	K_710189
A_000099	K_710501
A_000099	K_710511
A_000099	K_710542
A_000099	K_710613
A_000099	K_710749
A_000099	K_710890
A_000099	K_710957
A_000099	K_710989
A_000099	K_711001
A_000099	K_711041
A_000099	K_711058
A_000099	K_711094
A_000099	K_711105
A_000099	K_711176
A_000099	K_711250
A_000099	K_711271
A_000099	K_711304
A_000099	K_711307
A_000099	K_711319
A_000099	K_711341
A_000099	K_711426
A_000099	K_711495
A_000099	K_711759
A_000099	K_711767
A_000099	K_711920
A_000099	K_712023
A_000099	K_712095
A_000099	K_712186
A_000099	K_712193
A_000099	K_712397
A_000099	K_712430
A_000099	K_712506
A_000099	K_712825
A_000099	K_713119
A_000099	K_713123
A_000099	K_713186
A_000099	K_713196
A_000099	K_713214
A_000099	K_713418
A_000099	K_713427
A_000099	K_713428
A_000099	K_713570
A_000099	K_713644
A_000099	K_713683
A_000099	K_713753
A_000099	K_713771
A_000099	K_713773
A_000099	K_713937
A_000099	K_713948
A_000099	K_713963
A_000099	K_714019
A_000099	K_714042
A_000099	K_714074
A_000099	K_714076
A_000099	K_714078
A_000099	K_714085
A_000099	K_714195
A_000099	K_714205
A_000099	K_714266
A_000099	K_714283
A_000099	K_714424
A_000099	K_714437
A_000099	K_714530
A_000099	K_714574
A_000099	K_714662
A_000099	K_714755
A_000099	K_714766
A_000099	K_714791
A_000099	K_714821
A_000099	K_714845
A_000099	K_714924
A_000099	K_714990
A_000099	K_715021
